ImageFile,OCRText,NumLines,NumContours,NumRectangles,NumCorners,NumTextAreas,p.label,Label
processed_11. Golf Galaxy Construction Set_page_20.png,"all design materials prepared by fox design group, llc shall remain the property of fox t/ masonry design group, llc, which shall also retain all  905"" foo common law, statutory and other rights, including the copyright thereto i ne, x el ete xxx ]  te: oms lax lory iy sq ky ma me areas ac se 33730 bainbridge road, 2nd floor solon, oh 44139 design group fl license: aa26003844 fox design group, llc www.foxdesigngroup.net t/ masonry 25'-4"" aff 6 j ce x) inleata vil te  xxxikkxo xx kx xj : xxxkxikxakn kx roofing membrane system  rigid insulation, refer to roof plan xxxkky kx roofing membrane system  rigid insulation, refer to roof plan xx  : joist bearing varies er gypsum bd. sealed tight to deck (typ,) fs joist bearing sxxkkk varies yy wy oxon  bootooon do ootoo  dotototoo  dotonototo  deotonooo  datotooo doo oon dooooon  dooto oom dotototoo  diotonooo ( diototoo'o doo oo dooooon dootooo  dotonototo  dotonooo  donic ooo oo wv gypsum bd. sealed tight to deck (typ.)  steel roof structure, refer to structural ww ik xx galaxy steel roof structure, refer to structural ay my xxkx ly  ik x ik wi e x ma k wy ws ly xy e: , (014 roby, sim. tkk xikx ms provide addtional gravel stop on back side of wall kx t/ masonry 412-0"" aff ay reinforced 12 smooth-face c.m.u. wall construction. refer to elevations  structural x reinforced 12"" smooth-face c.m.u. wall construction. refer to elevations  structural : yy ooo} wall furring, gyp. bd.  insulation, refer to plans wall furring, gyp. bd.  insulation, refer to plans ik yy x2  in, coo   , vs ikx tk x wes  kx install spray foam insulation in non-reinforced cells from floor to roof diaphragm, typical all exterior masonry walls install spray foam insulation in non-reinforced cells from floor to roof diaphragm, typical all exterior masonry walls wa dp kxxx] xy ms x4 wk xxx k ws xxy me a xxikx wy : wv, ik  ns if xxx k j l ll n uf to a a .  7 si ao) a yy xq xx ys k yy x vs xxy     ll. ol o  x es kx a xq a ss . xx reinforced 12 smooth-face c.m.u. wall construction. refer to elevations  structural xx yy xx xxx w xy ik at xxxx cont. thru-wall pan flashing system w/ drainage mesh vy  kx xxx] yy ak 4 ik  t/ retaining wall 0-0"" aff  xxx a yw refer to loading dock wall at y i section for additional mnsl re information : gestae /, rf wn , xxxy v, x akx cont. thru-wall pan flashing system w/ drainage mesh cont. thru-wall pan flashing system w/ drainage mesh me xx i t/ dock slab 1/2"" expansion joint , varies aff material 1/2"" expansion joint material xy oe x ms ti : y ram zexikex reinforced concrete slab, refer to structural reinforced concrete slab, refer to structural ikx yy yy scheduled floor finish w, scheduled floor finish pee lw wn, project number: 01168 finished floor rs a  finished floor qi sil, no. issue date 0-0"" aff a - a 2, ee: 7 oa co y, /, ya z  4 ve   bid-permit 03-26-21 4 reinforced concrete footing  foundation, refer to structural pa : , reinforced concrete footing 4 a 4 4 c/e  foundation, refer to 7 ; 5 structural 7 on  ae s drawing: wall sections typical side wall typical side wall dock screen wall (wall section wall section (k)wall section ary 3d""  1-0"" 3/4""  1-0"" 3d""  1-0"" 9 3 a ",1231,22597,2243,1145094,21421,Construction Sheet,Construction Sheet
processed_11. Golf Galaxy Construction Set_page_21.png,"all design materials prepared by fox design group, llc shall remain the property of fox design group, llc, which shall also retain all common law, statutory and other rights, including the copyright thereto a  3 fo) oo  o 2: timasonry   bd 5 refer to elevations  io 5 4  rae ae 8 sotas  2559. me x25 25 a ww 23258 8 aff w f22zz8 so i we lead ox r  roofing membrane system  a 2288 g rigid insulation, refer to roof roofing membrane system plan (010  rigid insulation, refer \ aa) to roof plan ; b/ deck   varies jst.brg.    189 1/2"" aff  col. linea 19-4""  colline ag to steel roof structure, a4 refer to structural steblroof structure, efer\to struct, reinforced 12 c.mlu. wall [ construction. refer to elevations  structural t/ light fixture   5 ()  15'-4"" aff ons exterior light fixture weet (refer to ext. metal furring and gyp bd.- elevations  electrical) install spray foam insulation in refer to wall types on mae] non-reinforced cells from floor to a1.2 for more information a roof diaphragm, typical all  exterior masonry walls reinforced 12"" c.m.u. wall construction. refer to elevations ot  structural es cont. thru-wall pan metal furring and gyp bd.- flashing system wi ay refer to wall types on drainage mesh a a1.2 for more information perimeter sealant 4 install spray foam insulation in pee non-reinforced cells from floor to roof diaphragm, typical all ee exterior masonry walls ey dock seal  (vendor 15)  it pi  64 a fs   ns m.o.  ky j dae . le cont. thru-wall pan i) ne 9-0"" aff 5 flashing system w/ a.  i drainage mesh  bj metal furring and gyp bd.- bond beam - refer  ry  ky  refer to wall types on to structural a iz a1.2 for more information   4 i mo.  bs  matching wall anchors  6-00. cre     6-0'oc. r 4  ll oa ne - lu pre-finished metal downspout w/ lz  o matching wall anchors  6'-0""o.c. l  metal furring and gyp bd.- 4 o.  refer to wall types on ye h.m. door  frame  rolling steel service door i endor 422 . stl. plate guard, a1.2 for more information y (vendor 22) 5 zz  refer to detail d4/a4.1  ] v4  a cont. thru-wall pan stl. plate guard, refer to cont. thru-wall pan   flashing system w/ detail d4/a4.1 flashing system wi grout frame solid c drainage mesh drainage mesh steel channel jamb beyond. a) ow trash compactor paint to match exterior of o a chute by vendor 6 galvanized chain link fence,  rolling steel service door oo. 4/2"" exp. jt. material, fill top ry / see specifications 4/2"" wi sealant ry e b/m.o.   : pee  1/2"" exp. jt. material, fill top ky 4/2"" exp. jt. material, fill top 34"" aff  : 1/2"" wi sealant reinforced conc. truck ae 1/2"" wi sealant vt : grout sill solid   ramp, refer to 4  oe oy, reinforced concrete structural  civil  reinforced concrete slab,   1 f.rt. plywood  py slab, refer to drawings  / refer to structural cont. thru-wall pan yl  ky over gyp. bd. edge-of-deck leveler 7, structural : flashing system w/ bf  metal furring and gyp bd.-  (vendor 15) a a finished floor  by drainage mesh  by refer to wall types on embedded stl. channel full oy 00 b ry  ky a1.2 for more information . by baad 3 s y width of opening, refer to ma 4 rey a ; truck ramp 4 ft  structural 7, ve no situs faites cas  att :  varies ia ! ky reinforced concrete reinforced concrete ss a lss tm q  ki slab, refer to slab, refer to in// , as s/ yj : yj xl is pvt elses s 5 \ i structural structural finished floor sy, /, li sns ya gp finished floor ct eam \   ry us rs 00"" id 2 5 a) sz, 7 5 a i i  . . 4 4  od l /  4 a dsg  i    7 zl   ns ee a?  reinforced concrete sy hy top/retaining wall beyond 4 : ns] tp / yw cae, footing  foundation, , il 8 :  48 / el, my ty 7, /, tw / a .  . refer to structural lotr rr kg top/grade beyond 2.4 ssi j, sr 7 :  sn ba i ee  y aw yo yo na i :  reinforced concrete footing reinforced conc. slab (refer 4 4 z, /; the s y, /, ve w/, / aero w ww? of r  foundation, refer to to structural)   qw connect tostorm ! sf / a structural refer to loading dock wall i /; /s ml. ss 1 my 7 4/2"" exp. jt. material 2 yw ms //7 syystem { i} . 7 section for additional fill top 1/2"" w/ sealant o qi. /, yy  abeer ee sn z informatio!  loe s 2 rigid insulation from top  connect to storm!  yy  ; rx / // of footing to underside of system   2"" rigid insulation from top prefabricated trench . a? ae /, yj rg slab as indicated ee  of footing to underside of drain w/ heavy duty 34"" /, ve sas ver ii yrs slab as indicated co f , hrs pr 7, /  project number: 01168  x [projectnumber: 01168    fs   conc. ramp (l.p.) rs typical partial at . a re tee a aa 4 rae /, / 7 4-0"" bff wo.fissue[date az 5 rear wall section rear wall section  dock dodo. lo. 4. yee ; uss  3/4""  1.0"" 3/4""  1'.0"" : me oh ""og ae  a tu eien nt"" mur v/,  he xr, zz yo reinforced concrete d saen qp / : aa /lns 5/2 /, wss / j, yene rarer, . footing  foundation, noy sy 7, ws  rmxl ity k  . refer to structural  sssr rx ae drawing: wall partial loading dock sections 3/4""  1'-0"" o- section  loading dock 3/4""  1-0"" a9.4 ",1669,21098,1943,1397045,20000,Construction Sheet,Construction Sheet
processed_11. Golf Galaxy Construction Set_page_22.png,"-finished mtl. panels over manufacturer recommended underlayment, refer to elevations 6"" mtl studs  1606. 6"" mtl studs  16"" 0.c. 3/4"" f.r.t. plywood sheathing r-13 batt insulation 3-5/8"" mtl studs  1606. b/ steel 145 1/2"" aff  3-5/8"" mtl studs  16"" 0.c. 5/8"" gyp on 3-5/8"" mtl studs  16"" 0.c. tube stl. refer to y b/ soffit aaa structural p77 perimeter sealant pref. soffit system by pre-finished mtl. drip 2x wood nailer vendor 8 (color to match edge (match mtl. roofing) acm panels) w/ 7/8""x20ga. hat pre-finished aluminum : curtain-wall system channels  16""o.c. (by g.c.) (02) detail 1 1/2""1'-0"" pre-finished cont. reglet counter-flashing w/ sealant pre-finished counter-flashing  closure trim pre-finished mtl. roofing over manufacturer recommended underlayment, refer to elevations 3/4"" f.r.t. plywood sheathing (6) detail 1 1/2""1'-0"" pr 4) ew 1  6"" mtl. studs  16"" 0.c.  column beyond    6"" mtl. studs  16"" o.c.  7    ae 5/8"" gyp. o/ pre-finished alum. soffit panels by vendor 8 wi hat channel supports 718"" hat channel (by g.c.); color to match acm panels sealant both sides pre-finished brake metal closer angle to conceal wood blocking- pre-finished aluminum curtain-wall system, refer color to match curtain wall framing to schedule cont. 2x8 f.r.t. nailer (03) detail 1 1/2""1'-0"" \ roof membrane up plywood 6 roofing membrane over \ tapered rigid insulation (slope to roof drains) on metal deck \ \ lower canopy support (welded to stl. channel), steel rod wi clevis ends  turnbuckle. refer to structural \ pre-finished coping cap w/ cont. cleat each side z ti coping 144"" aff  cont. 2x f.r.t. nailers pref. acm panel by vendor 8 weather-resistant barrier  2-layers 3/4"" f.r.t. plywood steel structure, refer to  2-1/2x20ga. stl. studs  24""o.c. structural drawings ls tl storefront 12-10"" aff panels by vendor 8 w/ hat channel supports (by g.c.); color to match acm panels 1-10"" (04) detail 1 1/2""1'-0"" pre-finished alum. soffit  6 1/2"" metal panel w/ drip edge. continue cast stone veneer ke hhe flashing w/ mortar mesh  weeps  1606. pre-finished cont. reglet counter-flashing w/ sealant tapered insulation over metal decking. slope to roof drain 6"" mtl stud framing. refer to structural (0s) detail 1 1/2""1'-0"" note: refer to interior elevations for any additional finishes required. (typ.) all design materials prepared by fox design group, llc shall remain the property of fox design group, llc, which shall also retain all common law, statutory and other rights, including the copyright thereto 33730 bainbridge road, 2nd floor solon, oh 44139 design group fl license: aa26003844 fox design group, llc www .foxdesigngroup.net a golf galaxy l ll n uf to a  a .  si ao) al     ll. ol o  project number: 01168 no.  issue date  bid-permit 03-26-21 drawing: storefront / vestibule details sheet number: a10.0 ",936,4189,308,553444,3779,Construction Sheet,Construction Sheet
processed_11. Golf Galaxy Construction Set_page_23.png,"all design materials prepared by fox design group, llc shall remain the property of fox design group, llc, which shall also retain all common law, statutory and other rights, including the copyright thereto 33730 bainbridge road, 2nd floor solon, oh 44139 design group fl license: aa26003844 fox design group, llc www.foxdesigngroup.net a    a8 155'-2"" f 7 25.4""  186"" lk 42:6"" i, 36:0"" i, 32-10""  7? 2-3 3/8"" galaxy li ! o o 3  sae r-) : ef. janenecr ermanecr cd me  m offi akr' erps ""  ; of rips/shafts  , "" o ip  y 301 sf break room 5 242 sf 5    snhown  snikow a"" ae  ad :  na 6-1"" . enonan  oncnan s. a he zz  , ; 1 ml   baal le ? e \ io ory   n a j se 5 es 8 i oo q l 3 ba   i) zz, fe) t e  electric room  ell  fe y i pe. 6-2"" [130 tock  sor see bere q 5 8 ray  se 0 hn wn ss  la] -. i 4'-0"" by iba a . fo) e fe [oe] e  \  display  xt receiving  fk q le  vot in i ower in a sor  oa om noe me el or [f ftiicscsdr t a a 38   oe"" ia  : ag 18 re iv  3 g : f  or \s) g])  3 mf : fa t7 1  zoe  m ] te  to  26 selalk  ad 6 ed 48/28 aro) 2/88 m  i 3 f    aa 2 st us h tt els ns cr .  8/2 pf ae 1   legend  5 f 3 :   x ll oie gen, 24 24 gondola ze   25s br tet 2 to a archery  ee  targets o5 pou / n qo.  c oo  fe  aes  i 2  n 1 archery uy z . seme 2308 z \ : oz. fishing \  ac  noon ml  o a outlet 7 , 28 fy fz) ia x fae  se ss i putter wall  25 b/s e ; enears rppl  os 3 g/ 8 z g pa wm saw wl elals women golf appl  n golfiapp g ; ela  8 5 5 796 sf    - 796 sf .  2 bo lal  8 4 - bg  a a on at"" weir rat"" iz ae   { gondola with i g/2i2 lass. i ta  77 a te   rt se  t () [aes tjs] slat finish pga inst eb} 2  8 6 a, ; or) ee i  8 roa gridwall e . a section :  s  zz cbs wall standards 2       ; ae libgad  om - oe oe wwe w oe 7 7 "" 7 apt 3 naw 7 7 7 7 f mippt, display f hh apparel al le aye aye ae ; j -  earnie  aane pars golf app}. 537 sf . :   gs] 3111"" oa] gs z static hanging ve a"" le hg ate lhe lhe ae t rp ps e ftitetit bikes 14-2"" aff.  1 8 ww  main   lelseee 2] fells ] a5 s  ls  98 mdf distribution te   2  hy 7m  feed  che ma   ; [or bs ovate?  ( sr) a fs) bg m.footwear , : ot a s  z : 1078 sf e ie   et) [rt] 2wy2436  bo 20'footwear focal ee 4  2-way (   {pwomen's shoes  42men's shoes, esboxs  ear f : sf m   be amt ame men's appl 3 rc at 4wy1622 ss x x (4) nb 4-way or gtr lf-105 project number: 01168 feature pallet no. issue date bid-permit 03-26-21 te cr] h-frame (aa! dsg-nt52 ar] feature table dump bin wall corner  protector this plan is based on dsg fixture drawing: v4 t.lm.e pallet plan dated february 26, 2021 architectural  fixture plan architectural fixture plan sheet number: ",1346,20286,2861,1371110,18052,Construction Sheet,Construction Sheet
processed_11. Golf Galaxy Construction Set_page_24.png,"a.6 b (ws ar max. m1265 (4) eq. sps 4""max. (2) eq. sps nef 36"" max) 74/4"" tar 78"" 20"" 2-7 112"" (36'max) 2-0"" a"" 20-4 42"" il 48-2 412"" i gp cinght f gp sing ht { gp sing ht gp cing ht t 618 20"" elev. 8'-0"" elev. 8'-0"" l prefinished flush elev. 8'-0"" elev. 8'-0"" pt-301  recessed key cabinet, purchase e drhead  from vendor 4- 1-2 elev. 7'-2"" 7 zl  coordinate size w/ li typ. so  oat.  ey  y vendor 4 oo 9  0 "" in  (oma    \ rs/20ng/op 48/20/18/0p  se/t20nei0p snraorfor via g   pl-2t all design materials prepared by fox design [3  key  - ir 14-0"" } get  safe  group, uc shal rein the property bil fox ced cabinet. ] x fixture length 3  b-300 common law statutory and ober tigh, including v7  pty / sj er --\----7 5 ff   the copyright thereto   3 g (13 3 finish floor es finish floor e finish floor finish floor  iy   2 a ey, z elev. 0-0"" elevation 1 elev. 0-0"" elevation 2 elev. 0-0""  elev. 0-0"" elevation 4 a - 2 cy . a   :   8  managers office 5 4 ww a -  \  gy : : ramen  eae z  interior elevations oo :          a  5  scale 1/4""  1'-0"" ow 5 3g ll  kg ul) og a leela nee eere il  9 g z ! \ ba 12""  14314 : z a2 a i 1 i i "" "" a wi \ 1-1/4"" 6""; i \ . s 5088 y   my \ 71 s o 25952 vp  oe 1s   4 /an-- an 9 coffee bar  zs le ct  ooo 2 tee (e10) i, - purchased from a12.6a  2 rs os   i i a r s ae l bo i  bn x clng ht vendor 1 (typ.) clng ht clng ht clng ht  i wi oess /  a, sy, elev. 8-0"" e elev. 8-0""  elev. 87-0""  elev. 8-0"" q 2z2s3 3 i - cam mey mn shelf with coat ty zs se rod units wty: mvxctmt]qxcqhhqxq!eqehlmm tl t purchased \ id 7 r on exposed pipes under from vendor 1   lav to be wrapped in a . ann iviiiiibbie 2 lav.suard insulation  ail oe lb le a sheets  let y sheets ee : puy 7 golf services a ] [103  bo---- }----4  meee ees ld  es por ee meeepor uj e es por ld ty tr 0-0"" elevation 1 0-0"" elevation 2 0-0"" elevation 3 0-0"" elevation 4 j  ioe)   f 7  ; p - x  break room an ee ae sf, interior elevations    j /  2 \  scale 1/4""  1-0"" / , rt   / ce gaa qari ll z n z 19-2. 14"" 61a"" po y)  deck ht deck ht deck ht j h ones  ines  nes  yj (;) yolovaixa  hl varies varies varies y ats [vhs oa j door  frame door  frame [ lll drhead  ] a in elev. 7-2""   rey . ) o) ffices/golf service: 4"" 4.0"" pt-301 floo rpl an frp panel frp panel \ / e x ) scale 1/4""  1'-0"" 4  / \  break room acc essories finish floor  finish floor  e finish floor ad gd) cini  0-0"" elevation 1  elev. 0-0"" elevation 2 elev. 0-0"" [b-300  tag manufacturer  vendor remarks janitor corridor {e)  electronic soap dispenser wausau paper 1491218 ) (63) interior elevations ) interior elevations ) hybrid bual-functionality paper  opk 1471728 409 scale 1/4""  1-0 scale 1/4""  1'-0 1. work shall be done in accordance with manufacturer's recommendations and specifications. coordinate work with related trades. e clng ht  clng ht 2. provide frt blocking for fixtures. elev. 10-0"" elev. 10-0"" dr head  elev. 7-2"" rvav  to deck paint break paint break paint break nn-we 1a"" nn-we  5  elev.14-5"" e finish floor  finish floor elev. 0'-0"" elevation 1 elev. 0'-0"" elevation 2 j ll  nj lu b.o. bulkhead b.o. bulkhead clng ht clng ht es)  elev. 10-0"" so elev. 10-0""  elev. 10-0""  elev. 10-0""   oo   ,   (ep) ll.  k  oo ss oo  finish floor finish floor finish floor finish floor finish floor 5  elev.0-0"" so elev. 0-0"" elev. 0-0"" elev. 0-0"" elevation 3 e elev. 0-0"" elevation 4 golf services golf services golf services golf services ) or elevations interior elevations eertor elevations  peor elevations scale 1/4""  1'-0 scale 1/4""  1'-0"" scale 1/4""  1'-0"" scale 1/4""  1'-0 pt-107 pt-107 pt-107 pt-107 to deck to deck to deck to deck b.o. bulkhead  elev. 10-0"" pt-302} dr frame project number: 01168 no.  issue date  bid-permit 03-26-21  finish floor e finish floor e finish floor  finish floor a) finish floor  finish floor elev. 0-0"" elev. 0'-0"" elev. 0'-0"" elev. 0-0"" b300 elev. 0'-0"" elev. 0-0"" drawing: golf services golf services golf services golf services golf services golf services fitness  golf services 5) interior elevations ei) interior elevations ) interior elevations ) interior elevations } interior elevations e13 interior elevations enlarged plan  elevs scale 1/4""  1'-0"" scale 1/4""  1'-0"" scale 1/4""  1'-0"" scale 1/4""  1'-0"" scale 1/4""  1'-0"" scale 1/4""  1'-0"" sheet number: a12.0 b-300 ",1821,6724,1078,917200,6045,Construction Sheet,Construction Sheet
processed_11. Golf Galaxy Construction Set_page_25.png,"7114"" 7114"" 1-0"" 77814"" 89.314"" , at"" 1 z a a) all design materials prepared by fox design       {i   t    5 if group, llc shall remain the property of fox 1               2 4 note: design group, llc, which shall also retain al ox a !             g.c. to prep gypsum board behind graphic to a level 5 finish with a common law, statutory and other righ, including   :  : ; - : sd minimum of 3 coats total. must be done at least (1) one week prior to the copyright thereto ro rs   elo""  to oe 0! a0"" a0"" lb as the graphics installation - coordinate with vendor 8; extend t fixture length fixture] length fixture length fixture length a fixture leng{h) t adjacent paint and level 5 finish behind the wood trim. a a aw  centerline of aisle oo 8 fel  je zz  pa 2) osos er 2 38 x sled a zesu 6 b sommesz  e llg ney mepem ep vege a pemeee  sesee sra  opa lr  parra ir  rr ras  rl ers  lra:  or ()  igese  o ey) cora  larrea lun  lua ps lula o   1 akses a  a arn pr lr rr el  sa  ey, nw  ao    t.o. paint stripe  ey) cone lar arr lun  lua ps lars  o b.o. paint stripe 1-107] e cee se ee) ee ) saps ppp a ee) oo  g cane  paint line along perimeter 2) lara ppmp laa plp ii lar lu  ps la   learn papa ol ol lar lu  upa lep  ppp pr  fr ey) oneal e lar arr lun  lua ps lars  pa . prtor ao oe ee lar prp le lu p lp  ppp sy lozier system with lara ppmp oe ii lar lu  ps lp  ppp painted panels (cp) lr  rp iaap  rap cee] ara erman cane peo ae poo 4  40 a anel frame  fe ey) eee larrea lun  cas arr  fro  ao oe ee ot le lu p lpp o  2 x () laura ppp laa plp lar arr lp app renrspnen rs lar  pp  ini im pops e int fp a   rr ee 4 l baad l board o  finish floor finish floor  elev. 0-0 5300] elev. 0-0 trie bags/putting green bags/putting green floorpl an interior elevations interior elevations  scale 1/4""  1'-0"" scale 1/4""  1'-0"" scale 1/4""  1-0"" to deck [pt-301]  to. pant stripe to deck t.o. laminate t.o. laminate b.o. paint stripe elev. 14-5"" elev. 14-5""  elev. 13'-8"" \/ \ ew pen] s / \ j \\ 4  ll ; \ / \ to e finish floor e finish floor e finish floor oo  elev. 0-0"" lozier system with pee lozier system with elev.0-0"" elev.0-0"" 5 zz: painted panels centerline of aisle painted panels   bags/putting green metal frame metal frame bags/putting green bags/putting green ! (dp) interior elevations panel panel interior elevations interior elevations li   scale 1/4""  1-0"" scale 1/4""  1.0"" scale 1/4""  1.0"" j 5  oo  project number: 01168 no.  issue date 03-26-21  bid-permit drawing: bags  putting green enlarged plan  elevs sheet number: a12.1 ",1307,6758,913,711375,5292,Construction Sheet,Construction Sheet
processed_11. Golf Galaxy Construction Set_page_26.png,"ln 3 o all design materials prepared by fox design group, llc shall remain the property of fox design group, llc, which shall also retain all common law, statutory and other rights, including the copyright thereto t.o. paint stripe a. fev 65 o true 4 8 1.0. laminate (eo) re) 8 elev. 14'-5"" b.0. paint stripe  45 elev 198 i 4 fa g te osgs  z soe  2 ez 2eheas d or r w 25e86   gos  ' wm 25458 w obacss  i5e3:  a tlsbaa le \ e z 2 as  ay 4 7 \ ly {f finish floor  (  elev.0-0"" fp \ 7 / graphic w/ seg frame j by vendor tbd  ne checkout interior elevations  (2)  i  scale 4/4""  1'-0"" x /  / 2 es e , [ j ; ov 4 i as i      \   i l---  ld ad p a \ \ 7s lo \ gf 74 w ww checkout a) floorplan scale 1/4  1'-0"" ! ll n uf to a a .  si c6 al     ll. ol o  project number: 01168 no.  issue date  bid-permit 03-26-21 drawing: checkout enlarged plan  elevs sheet number: a12.2 ",491,1528,227,190419,1215,Construction Sheet,Construction Sheet
processed_11. Golf Galaxy Construction Set_page_27.png," [pt-304] [pt-304] all design materials prepared by fox design frau pt-30t group, llc shall remain the property of fox to deck to deck to deck desi . . ign group, llc, which shall also retain all pt-107} pt-107 common law, statutory and other rights, including  wallht  painted trim painted trim the copyright thereto note: gc to provide alt for pt-301 in place of wc-300 33730 bainbridge road, 2nd floor solon, oh 44139 design group fl license: aa26003844 fox design group, llc www.foxdesigngroup.net fe \ finish floor a   elev. 0'-0"" yw c-300 footwear centerline of aisle interior elevations scale 1/4""  1-0"" wallht  5  elev. 14-5"" () tev of to deck to deck aa t.o. paint stripe pt-107 pt-107 elev. 14-5"" \ painted trim wallet ae  3/4 wood trim mounted e ; raphi  b.o. paint stripe pt-107 pt-107] elev. 14-5""  nn c-301 ll tbd elev. 13-8"" illuminated mirror  by capitol light - verify mounting u hang bar by / ae y height vendor 1 /  i \ finish floor ci  elev.0-0"" b300 pt07 elevation 1 b-300 elevation 2 elevation 4 fitting room interior elevations scale 1/4""  1'-0"" [pt-301] ec 4  b-300 pt-201 b-300 pt-201 wwc-30 \ a  footwear \  interior elevations centerline of aisle  scale 1/4""  1'-0"" z 7   a na ll a - as  xis ro  centerline of aisle:   qo. !  .  o25 p iw y  - i  : bhxt l jo ! fo) } ft 7 oo   )  ty : o e  j latform b   i to deck --t ee ""   pt-107 ene   wallht painted trim  4 h  a  - 4 4  i 4   elev. 145""   a cd sw  poo-------- 1 t pop   ce   4 a    s 7 \   c2   a, ss   .  co cd   tes, zs  bae""  ; a l new platform  l  i 4 . ]  eittin .   ttt   a  j : rt ry  ! \b on -eb    l- in! n (4 g t n  op! \       oe in [ -lo  q centerline of aisle r centerline of aisle b-300 wwc-30  a   fixture length fixture length fixture length  rno,[issueiae  footwear  hi i bid-permit 03-26-21 interior elevations scale 1/4""  1'-0"" x ( a ) atett 4 10-5"" t footwear c (p) () floorplan scale 1/4""  1'-0"" drawing: footwear enlarged plan  elevs sheet number: a12.3 ",2179,8791,1087,713795,7289,Construction Sheet,Construction Sheet
processed_11. Golf Galaxy Construction Set_page_28.png,"7114"" 7114"" 7 1/4"" 25-3 3/4"" 17-1""  14  te s - (es j il nz  atk   . i]  lit 4 . em \ \/ \  /  i     : ay sie  1 vin  a ee ) wy, 2417 7  / ) a   ee a   : oa ye . nn   oy, poo  oe a we a4 ) aes io  i   ee s i a   se 2b  ) sy, pb,  1  /   hitting rooms p) floorplan scale 1/4""  1'-0"" pt-301 to deck l0.paint stripe pt-304 elev. 14-5"" to deck b.o. paint stripe pt-107  elev. 13-8"" pt-301 opening  el. 10-0"" pt-302] dr frame 4 dr head  elev. 7-2"" en fo corrjdor o finish floor el. 0'-0"" hitting rooms interior elevations scale 1/4""  1'-0"" o finish floor el. 0'-0"" hitting rooms 2) interior elevations scale 1/4""  1'-0"" b-300 6 finish floor el. 0'-0"" hitting rooms 5) interior elevations scale 1/4""  1'-0"" b-300 opening  snr o finish floor el. 0'-0"" hitting rooms 3) interior elevations scale 1/4""  1'-0"" opening  or 0-p 6 finish floor el. 0'-0"" hitting rooms interior elevations scale 1/4""  1'-0"" opening  orns  finish floor el. 0'-0"" hitting rooms (4) interior elevations scale 1/4""  1'-0"" opening  or09  finish floor el. 0'-0"" hitting rooms  interior elevations scale 1/4""  1'-0"" all design materials prepared by fox design group, llc shall remain the property of fox design group, llc, which shall also retain all common law, statutory and other rights, including the copyright thereto design group fl license: aa26003844 fox design group, llc 33730 bainbridge road, 2nd floor solon, oh 44139 www.foxdesigngroup.net if golf galaxy l ll nj uf to a a .  7 si aro) al     ll. ol o  project number: 01168 no.  issue date  bid-permit 03-26-21 drawing: hitting rooms enlarged plan  elevs sheet number: a12.4 ",874,3820,581,444887,3312,Construction Sheet,Construction Sheet
processed_11. Golf Galaxy Construction Set_page_29.png,"adjustable wall shelves and hardware by vendor 1 refer to sheet a2.2 for (typ.) hd shelving standard 2"" counter tops and supports by vendor 1 floor line note: similar detail at cash and count rooms. details and fixtures will be provided by vendor 1 dept. manager's office s) blocking detail scale 1  1'-0"" blocking requirements. pl-21 end panels continuous in-wall plywood blocking refer to sheet a2.2 for blocking requirements. (typ.) and to a12 elevations for location of accessible shelf to top of accessible shelf 2-2"" max note - this detail is for dimensional framing purposes only, details and fixtures will be provided by vendor 1 hanger wall rack (cee detail not to scale all design materials prepared by fox design group, llc shall remain the property of fox design group, llc, which shall also retain all common law, statutory and other rights, including the copyright thereto 33730 bainbridge road, 2nd floor solon, oh 44139 design group fl license: aa26003844 fox design group, llc www .foxdesigngroup.net a golf galaxy ! ll n uf to a a .  si c6 al     ll. ol o  project number: 01168 no.  issue date  bid-permit 03-26-21 drawing: office sections  details sheet number: a12.6a ",366,517,19,190343,484,Construction Sheet,Construction Sheet
